Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Brand_Name,Ticker,Industry_Tag,Country,Capital Gains,Daily_Growth (%),Cumulative_Growth (%)
2024-10-04,227.8999938964844,228.0,224.13,226.8000030517578,37245100.0,0.0,0.0,Apple,AAPL,technology,usa,,-0.48,0.0
2024-10-03,225.13999938964844,226.81,223.32,225.6699981689453,33919900.0,0.0,0.0,Apple,AAPL,technology,usa,,0.24,-0.5
2024-10-02,225.88999938964844,227.37,223.02,226.77999877929688,32828700.0,0.0,0.0,Apple,AAPL,technology,usa,,0.39,-0.01
2024-10-01,229.5200042724609,229.65,223.74,226.2100067138672,62940000.0,0.0,0.0,Apple,AAPL,technology,usa,,-1.44,-0.26
