Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Brand_Name,Ticker,Industry_Tag,Country,Capital Gains,Daily_Growth (%)
2024-10-04,166.53,171.21,164.42,170.9,44556500.0,0.0,0.0,Amd,AMD,technology,usa,,2.62
